Rk;Player;Nation;Pos;Squad;Comp;AgeMP;Starts;Min;Goals;Shots;SoT
676;St�phane Diarra;FRA;FW;Lorient;Ligue 1;2419;11;821;1;1.76;0.77
677;Youba Diarra;MLI;MF;C�diz;La Liga;243;0;42;0;0;0
678;R�ben Dias;POR;DF;Manchester City;Premier League;2513;9;874;0;0.52;0.1
679;Kr�pin Diatta;SEN;MFFW;Monaco;Ligue 1;2319;14;1342;2;2.08;0.81
680;Mory Diaw;SEN;GK;Clermont Foot;Ligue 1;2923;23;2070;0;0;0
681;Brahim D�az;ESP;MF;Milan;Serie A;2319;15;1036;4;1.83;0.7
682;Luis D�az;COL;FW;Liverpool;Premier League;268;7;613;3;2.35;1.03
683;Justin Diehl;GER;FW;K�ln;Bundesliga;181;0;10;0;0;0
684;Bamba Dieng;SEN;FWMF;Marseille;Ligue 1;2210;1;194;1;5;2.27
685;Bamba Dieng;SEN;FWMF;Lorient;Ligue 1;222;1;94;0;4;0
686;Eric Dier;ENG;DF;Tottenham;Premier League;2922;21;1915;2;0.66;0.19
687;Florian Dietz;GER;FW;K�ln;Bundesliga;2411;4;395;1;3.86;1.36
688;Lucas Digne;FRA;DF;Aston Villa;Premier League;2915;14;1111;1;0.49;0.24
689;Federico Dimarco;ITA;DF;Inter;Serie A;2521;19;1467;3;1.9;0.55
690;Stole Dimitrievski;MKD;GK;Rayo Vallecano;La Liga;2919;19;1710;0;0;0
691;Junior Dina Ebimbe;FRA;DFMF;Eint Frankfurt;Bundesliga;2211;8;780;2;1.84;0.57
692;Tristan Dingom�;CMR;MF;Troyes;Ligue 1;318;0;99;0;2.73;0.91
693;Eren Dink�i;GER;FWMF;Werder Bremen;Bundesliga;217;0;132;0;2;0
694;Sinaly Diomande;CIV;DF;Lyon;Ligue 1;2111;10;892;0;0.51;0
695;Lois Diony;FRA;FW;Angers;Ligue 1;308;5;437;1;2.04;0.41
696;Issa Diop;FRA;DF;Fulham;Premier League;2615;12;1146;1;0.24;0.16
697;Sofiane Diop;FRA;MFFW;Nice;Ligue 1;2215;10;889;1;1.82;0.61
698;Sofiane Diop;FRA;MF;Monaco;Ligue 1;221;1;65;1;2.86;1.43
699;Yehvann Diouf;FRA;GK;Reims;Ligue 1;2315;15;1350;0;0;0
700;Axel Disasi;FRA;DF;Monaco;Ligue 1;2423;22;1980;2;0.64;0.14
701;Malcom Abdulai Ares Djalo;ESP;FW;Athletic Club;La Liga;211;0;5;0;10;0
702;Tiago Djal�;POR;DF;Lille;Ligue 1;2221;20;1735;2;0.62;0.16
703;Djen�;TOG;DF;Getafe;La Liga;3118;18;1536;0;0.18;0
704;Moussa Djenepo;MLI;DFFW;Southampton;Premier League;2412;6;578;0;0.47;0.31
705;Koffi Djidji;CIV;DF;Torino;Serie A;3019;17;1521;1;0.47;0.24
706;Alexander Djiku;GHA;DF;Strasbourg;Ligue 1;2821;21;1796;1;0.55;0.1
707;Berat Djimsiti;ALB;DF;Atalanta;Serie A;2910;6;623;0;0.29;0
708;Moussa Djitte;SEN;FW;Ajaccio;Ligue 1;232;0;34;0;0;0
709;Marko Dmitrovi?;SRB;GK;Sevilla;La Liga;313;2;225;0;0;0
710;Alan Do Marcolino;GAB;FW;Rennes;Ligue 1;201;0;8;0;0;0
711;Ben Doak;SCO;FW;Liverpool;Premier League;172;0;26;0;0;0
712;Ritsu Doan;JPN;FWMF;Freiburg;Bundesliga;2420;18;1484;2;2.18;0.97
713;Dod�;BRA;DF;Fiorentina;Serie A;2417;15;1191;0;0.3;0.08
714;Danilho Doekhi;NED;DF;Union Berlin;Bundesliga;2411;11;984;4;0.46;0.46
715;Matt Doherty;IRL;DFMF;Tottenham;Premier League;3112;7;667;1;1.35;0.27
716;Josh Doig;SCO;DF;Hellas Verona;Serie A;2014;10;937;2;1.44;0.58
717;Jeremy Doku;BEL;MFFW;Rennes;Ligue 1;2015;2;425;0;1.49;0.64
718;Kasper Dolberg;DEN;FW;Sevilla;La Liga;254;2;197;0;0.91;0.45
719;Kasper Dolberg;DEN;FWMF;Hoffenheim;Bundesliga;255;2;213;0;1.25;0.42
720;Carlos Dominguez;ESP;MF;Celta Vigo;La Liga;221;0;1;0;0;0
721;Nicol�s Dom�nguez;ARG;MF;Bologna;Serie A;2418;15;1336;1;1.42;0.41
722;John Donald;ESP;DF;Elche;La Liga;223;2;150;0;0;0
723;Giulio Donati;ITA;DF;Monza;Serie A;334;2;212;0;0.42;0
724;Kyliane Dong;FRA;DFMF;Troyes;Ligue 1;183;0;58;0;1.67;0
725;Gianluigi Donnarumma;ITA;GK;Paris S-G;Ligue 1;2323;23;2070;0;0;0
726;Niklas Dorsch;GER;MF;Augsburg;Bundesliga;254;0;80;0;0;0
727;Gabriel Dos Santos;BRA;DF;Arsenal;Premier League;2521;21;1890;2;0.9;0.29
728;Jodel Dossou;BEN;MFDF;Clermont Foot;Ligue 1;309;2;258;1;2.07;1.03
729;Lohann Doucet;FRA;MFFW;Nantes;Ligue 1;208;0;78;0;1.11;1.11
730;Abdoulaye Doucour�;MLI;MF;Everton;Premier League;3011;3;318;0;1.14;0.29
731;Cheick Doucour�;MLI;MF;Crystal Palace;Premier League;2320;20;1647;0;1.26;0.27
732;Ckene Doucour�;COM;FWMF;Lorient;Ligue 1;205;0;56;0;5;0
733;D�sir� Dou�;FRA;MFFW;Rennes;Ligue 1;1716;7;699;3;1.67;0.64
734;Guela Dou�;FRA;FW;Rennes;Ligue 1;201;0;8;0;0;0
735;Isma�l Doukour�;FRA;DF;Strasbourg;Ligue 1;1913;11;1021;1;0.35;0.18
736;Kamory Doumbia;MLI;MF;Reims;Ligue 1;1919;11;891;2;1.92;0.81
737;Souleyman Doumbia;CIV;DFFW;Angers;Ligue 1;2618;18;1479;0;0.24;0.12
738;Flynn Downes;ENG;MF;West Ham;Premier League;2410;3;310;0;0.59;0
739;Bart?omiej Dr?gowski;POL;GK;Spezia;Serie A;2520;20;1752;0;0;0
740;Cody Drameh;ENG;DF;Leeds United;Premier League;211;1;69;0;0;0
741;Dion Drena Beljo;CRO;FW;Augsburg;Bundesliga;205;5;327;0;1.11;0.56
742;Dominick Drexler;GER;MFFW;Schalke 04;Bundesliga;3216;10;835;2;1.08;0.32
743;Domingos Duarte;POR;DF;Getafe;La Liga;2719;19;1665;0;0.59;0.16
744;Marvin Ducksch;GER;FW;Werder Bremen;Bundesliga;2820;20;1661;4;2.7;1.35
745;Ondrej Duda;SVK;MF;Hellas Verona;Serie A;282;1;123;0;0.71;0
746;Ondrej Duda;SVK;MF;K�ln;Bundesliga;2813;9;689;0;1.56;0.39
747;Shane Duffy;IRL;FWDF;Fulham;Premier League;314;0;6;0;0;0
748;R�my Dugimont;FRA;FWMF;Auxerre;Ligue 1;3610;0;108;0;3.33;0.83
749;Denzel Dumfries;NED;DF;Inter;Serie A;2618;14;1195;1;1.5;0.68
750;Alfred Duncan;GHA;MF;Fiorentina;Serie A;2913;6;537;0;0.33;0
751;Lewis Dunk;ENG;DF;Brighton;Premier League;3121;21;1889;0;0.48;0.05
752;Maxime Dup�;FRA;GK;Toulouse;Ligue 1;2922;22;1980;0;0;0
753;Jhon Dur�n;COL;FW;Aston Villa;Premier League;191;0;9;0;0;0
754;Pablo Dur�n;ESP;MFDF;Celta Vigo;La Liga;224;0;36;0;0;0
755;Hugo Duro;ESP;FWMF;Valencia;La Liga;2315;4;541;1;2.67;0.83
756;Jean-Kevin Duverne;FRA;DF;Brest;Ligue 1;2519;14;1390;0;0.13;0
757;Paulo Dybala;ARG;MFFW;Roma;Serie A;2916;15;1179;8;2.82;0.99
758;Edin D?eko;BIH;FW;Inter;Serie A;3621;15;1298;7;3.61;1.25
759;Malcolm Ebiowei;ENG;MFFW;Crystal Palace;Premier League;193;0;34;0;0;0
760;Festy Ebosele;IRL;DF;Udinese;Serie A;205;0;45;0;4;2
761;Enzo Ebosse;CMR;DF;Udinese;Serie A;2318;8;908;0;0.3;0
762;Tyronne Ebuehi;NGA;DF;Empoli;Serie A;2713;9;823;1;1.1;0.22
763;Ederson;BRA;GK;Manchester City;Premier League;2921;21;1890;0;0;0
764;�derson;BRA;MFFW;Atalanta;Serie A;2319;12;1080;1;1.75;0.42
765;Odsonne �douard;FRA;FWMF;Crystal Palace;Premier League;2520;12;1093;3;2.07;0.83
766;Samuel Edozie;ENG;FWMF;Southampton;Premier League;2015;5;541;0;1.33;0.5
767;Maximilian Eggestein;GER;MF;Freiburg;Bundesliga;2619;15;1397;0;0.39;0.06
768;Lilian Egloff;GER;MFFW;Stuttgart;Bundesliga;2010;2;241;0;2.96;0
769;��igo Eguaras;ESP;MF;Almer�a;La Liga;3016;7;628;1;0.71;0.29
770;Kingsley Ehizibue;NED;DF;Udinese;Serie A;2716;5;622;1;0.72;0.14
771;Kingsley Ehizibue;NED;DF;K�ln;Bundesliga;271;1;61;0;1.43;1.43
772;Chidera Ejuke;NGA;FWMF;Hertha BSC;Bundesliga;2515;9;790;0;2.39;0.57
773;Albin Ekdal;SWE;MF;Spezia;Serie A;3315;5;586;0;0.92;0.15
774;Hugo Ekitike;FRA;FW;Paris S-G;Ligue 1;2016;8;742;3;2.2;0.85
775;Emmanuel Ekong;SWE;FWMF;Empoli;Serie A;202;0;20;0;5;0
776;Anthony Elanga;SWE;FW;Manchester Utd;Premier League;2013;5;397;0;1.82;0.68
777;Alberth Elis;HON;MFFW;Brest;Ligue 1;272;0;71;0;0;0
778;Mikael Ellertsson;ISL;MFDF;Spezia;Serie A;2011;1;171;0;1.05;0
779;Harvey Elliott;ENG;MFFW;Liverpool;Premier League;1920;13;1131;1;1.67;0.48
780;Elif Elmas;MKD;FWMF;Napoli;Serie A;2320;6;824;5;1.74;0.76
781;Mohamed Elneny;EGY;MF;Arsenal;Premier League;305;1;113;0;0;0
782;Aritz Elustondo;ESP;DF;Real Sociedad;La Liga;2816;12;1028;0;0.53;0
783;Nico Elvedi;SUI;DF;M'Gladbach;Bundesliga;2617;17;1485;2;0.61;0.3
784;Rodrigo Ely;BRA;DF;Almer�a;La Liga;2920;20;1715;0;0.63;0.05
785;Sepe Elye Wahi;FRA;FW;Montpellier;Ligue 1;2019;18;1540;7;1.93;0.99
786;Mohamed Elyounoussi;NOR;MFFW;Southampton;Premier League;2820;17;1400;0;1.79;0.45
787;Adri Embarba;ESP;FWMF;Almer�a;La Liga;3016;9;786;1;2.53;0.92
788;Adri Embarba;ESP;FW;Espanyol;La Liga;301;0;35;0;5;0
789;Breel Embolo;SUI;FW;Monaco;Ligue 1;2523;17;1542;12;1.99;0.99
790;Emerson;BRA;DF;Tottenham;Premier League;2418;14;1196;1;0.9;0.3
791;Youssef En-Nesyri;MAR;FW;Sevilla;La Liga;2517;8;741;3;3.17;1.46
792;Wataru Endo;JPN;MF;Stuttgart;Bundesliga;3019;19;1662;3;1.51;0.38
793;Arne Engels;BEL;MF;Augsburg;Bundesliga;195;5;421;0;0.85;0.21
794;Christian Eriksen;DEN;MF;Manchester Utd;Premier League;3019;18;1489;1;1.39;0.48
795;Martin Erlic;CRO;DF;Sassuolo;Serie A;2514;14;1221;0;0.07;0
796;Gonzalo Escalante;ARG;MF;Cremonese;Serie A;299;7;555;0;0.97;0.16
797;Gonzalo Escalante;ARG;MF;C�diz;La Liga;293;2;210;2;2.17;0.87
798;Sergio Escudero;ESP;DF;Valladolid;La Liga;3310;10;767;0;1.41;0.47
799;Alfonso Espino;URU;DF;C�diz;La Liga;3121;20;1772;0;0.56;0.05
800;Bernardo Espinosa;COL;DF;Girona;La Liga;3313;10;842;0;0.64;0.32
801;Salvatore Esposito;ITA;MF;Spezia;Serie A;224;2;190;0;0.48;0
802;Maxime Est�ve;FRA;DF;Montpellier;Ligue 1;2018;14;1333;0;0.27;0
803;Pervis Estupi��n;ECU;DF;Brighton;Premier League;2518;15;1261;0;0.57;0
804;Jonny Evans;NIR;DF;Leicester City;Premier League;359;9;810;0;0.11;0.11
805;Edu Exp�sito;ESP;MF;Espanyol;La Liga;2618;11;927;2;1.26;0.58
806;Eberechi Eze;ENG;MFFW;Crystal Palace;Premier League;2422;19;1549;3;2.27;0.58
807;Nicol�s Ezequiel Fern�ndez;ARG;MFDF;Elche;La Liga;239;2;311;0;0.29;0.29
808;Abdessamad Ezzalzouli;MAR;FWMF;Osasuna;La Liga;2114;8;588;0;2.15;0.62
809;?ukasz Fabia?ski;POL;GK;West Ham;Premier League;3722;22;1873;0;0;0
810;Fabinho;BRA;MF;Liverpool;Premier League;2918;14;1253;0;0.58;0.22
811;F�bio;BRA;DFMF;Nantes;Ligue 1;326;3;224;0;1.2;0.8
812;Noah Fadiga;SEN;DF;Brest;Ligue 1;2313;12;886;1;0.92;0.31
813;Wout Faes;BEL;DF;Leicester City;Premier League;2416;16;1440;0;0.25;0.06
814;Wout Faes;BEL;DF;Reims;Ligue 1;243;3;270;0;0;0
815;Nicol� Fagioli;ITA;MF;Juventus;Serie A;2212;6;567;2;0.95;0.63
816;Ralf F�hrmann;GER;GK;Schalke 04;Bundesliga;343;3;270;0;0;0
817;Romain Faivre;FRA;FW;Lorient;Ligue 1;242;1;118;0;2.31;0.77
818;Romain Faivre;FRA;MF;Lyon;Ligue 1;2410;3;300;0;1.52;0.61
819;Radamel Falcao;COL;FWMF;Rayo Vallecano;La Liga;3717;3;470;2;2.88;0.77
820;Wladimiro Falcone;ITA;GK;Lecce;Serie A;2722;22;1980;0;0;0
821;Fali;ESP;DFMF;C�diz;La Liga;2914;12;914;0;0.39;0
822;Mamadou Fall;SEN;DF;Villarreal;La Liga;201;0;30;0;0;0
823;Davide Faraoni;ITA;DF;Hellas Verona;Serie A;318;7;478;0;1.89;0.57
824;Ansu Fati;ESP;FW;Barcelona;La Liga;2020;7;778;3;4.3;1.16
825;Khalil Fayad;FRA;MF;Montpellier;Ligue 1;1813;5;411;0;0.87;0.22
826;Cheikh Faye;SEN;FW;Montpellier;Ligue 1;242;0;37;0;0;0
827;Federico Fazio;ARG;DF;Salernitana;Serie A;3512;12;1059;1;0.93;0.17
828;Jacopo Fazzini;ITA;MF;Empoli;Serie A;1911;2;245;0;0.74;0
829;Zouhair Feddal;MAR;DF;Valladolid;La Liga;348;4;375;0;0.24;0
830;Nabil Fekir;FRA;MF;Betis;La Liga;2913;10;781;2;2.18;0.46
831;Felipe;BRA;DF;Nott'ham Forest;Premier League;331;0;84;0;1.11;0
832;Felipe;BRA;DF;Atl�tico Madrid;La Liga;333;2;194;0;0.45;0
833;Luiz Felipe;ITA;DF;Betis;La Liga;2511;10;772;0;0.23;0.12
834;Jo�o F�lix;POR;MFFW;Chelsea;Premier League;232;2;147;1;5.63;3.75
835;Jo�o F�lix;POR;FWMF;Atl�tico Madrid;La Liga;2314;7;650;4;3.61;1.67
836;Ohis Felix Uduokhai;GER;DF;Augsburg;Bundesliga;2512;9;886;0;0.2;0.1
837;Kiko Femen�a;ESP;DF;Villarreal;La Liga;3214;10;893;0;0;0
838;Evan Ferguson;IRL;FW;Brighton;Premier League;186;2;233;3;3.08;1.92
839;Lewis Ferguson;SCO;MF;Bologna;Serie A;2315;12;1007;3;1.7;0.8
840;Bruno Fernandes;POR;MFFW;Manchester Utd;Premier League;2821;21;1888;5;2.05;0.62
841;Edimilson Fernandes;SUI;DF;Mainz 05;Bundesliga;2618;14;1268;0;0.64;0.07
842;Aitor Fern�ndez;ESP;GK;Osasuna;La Liga;3110;10;900;0;0;0
843;�lex Fern�ndez;ESP;MFFW;C�diz;La Liga;3019;14;1228;3;0.88;0.51
844;�lvaro Fern�ndez;ESP;GK;Espanyol;La Liga;2410;10;900;0;0;0
845;Carlos Fern�ndez;ESP;FW;Real Sociedad;La Liga;2610;4;256;0;2.5;1.07
846;Enzo Fern�ndez;ARG;MF;Chelsea;Premier League;222;2;180;0;1.5;0
847;Federico Fern�ndez;ARG;DF;Elche;La Liga;331;1;90;0;0;0
848;Joaqu�n Fern�ndez;ESP;DF;Valladolid;La Liga;2616;14;1315;1;0.55;0.07
849;Mateo Fern�ndez;ESP;FWMF;Leeds United;Premier League;192;0;3;0;0;0
850;Fernando;ESP;GK;Almer�a;La Liga;3220;20;1800;0;0;0
851;Fernando;BRA;MFDF;Sevilla;La Liga;3513;12;971;0;0.28;0
852;Alex Ferrari;ITA;DF;Sampdoria;Serie A;2812;10;868;0;0.52;0
853;Alex Ferrari;ITA;DF;Cremonese;Serie A;285;5;373;0;0;0
854;Salvador Ferrer;ESP;DF;Spezia;Serie A;252;0;92;0;0;0
855;Jordan Ferri;FRA;MF;Montpellier;Ligue 1;3019;18;1511;0;0.36;0.06
856;Fidel;ESP;FWMF;Elche;La Liga;3310;4;405;0;0.44;0
857;Karol Fila;POL;DF;Strasbourg;Ligue 1;242;0;47;0;2;0
858;Roberto Firmino;BRA;FWMF;Liverpool;Premier League;3113;11;929;7;3.2;1.94
859;Junior Firpo;ESP;DF;Leeds United;Premier League;265;1;209;0;0;0
860;Kilian Fischer;GER;DFFW;Wolfsburg;Bundesliga;223;1;114;0;0;0
861;Mark Flekken;NED;GK;Freiburg;Bundesliga;2920;20;1800;0;0;0
862;Florian Flick;GER;MF;Schalke 04;Bundesliga;228;5;512;0;0.35;0.18
863;Alexis Flips;FRA;DFMF;Reims;Ligue 1;2317;14;1011;2;2.59;0.89
864;Alessandro Florenzi;ITA;DF;Milan;Serie A;312;1;97;0;0;0
865;Phil Foden;ENG;FWDF;Manchester City;Premier League;2218;13;1045;7;2.41;1.21
866;Datro Fofana;CIV;FWMF;Chelsea;Premier League;201;0;16;0;5;0
867;Seko Fofana;CIV;MF;Lens;Ligue 1;2720;19;1742;3;2.16;0.62
868;Wesley Fofana;FRA;DF;Leicester City;Premier League;222;2;180;0;1;0.5
869;Wesley Fofana;FRA;DF;Chelsea;Premier League;222;2;180;0;0.5;0
870;Yahia Fofana;FRA;GK;Angers;Ligue 1;228;8;720;0;0;0
871;Youssouf Fofana;FRA;MF;Monaco;Ligue 1;2422;21;1839;1;1.03;0.25
872;Thomas Foket;BEL;DF;Reims;Ligue 1;288;7;623;0;0.14;0
873;Jos� Fonte;POR;DF;Lille;Ligue 1;3919;18;1589;1;0.62;0.11
874;Pablo Fornals;ESP;FWMF;West Ham;Premier League;2618;11;960;1;1.59;0.47
875;Emil Forsberg;SWE;MFFW;RB Leipzig;Bundesliga;3117;7;755;2;0.83;0.36
876;Adam Forshaw;ENG;MF;Leeds United;Premier League;315;2;159;0;0;0
877;Fraser Forster;ENG;GK;Tottenham;Premier League;342;2;180;0;0;0
878;Philipp F�rster;GER;MF;Bochum;Bundesliga;2817;11;867;2;1.25;0.52
879;Steven Fortes;CPV;DF;Lens;Ligue 1;301;0;7;0;0;0
880;Timothy Fosu-Mensah;NED;DF;Leverkusen;Bundesliga;257;1;113;0;1.54;1.54
881;Dimitri Foulquier;FRA;DFMF;Valencia;La Liga;2915;6;665;0;0.27;0
882;Juan Foyth;ARG;DF;Villarreal;La Liga;259;7;631;1;0.43;0.29
883;Raphael Framberger;GER;DFFW;Augsburg;Bundesliga;273;2;176;0;0;0
884;Tyrese Francois;AUS;FW;Fulham;Premier League;221;0;1;0;0;0
885;Bartol Franji?;CRO;MF;Wolfsburg;Bundesliga;235;3;227;0;0.8;0.8
886;Przemys?aw Frankowski;POL;DFMF;Lens;Ligue 1;2722;17;1579;2;1.09;0.17
887;Ryan Fraser;SCO;FW;Newcastle Utd;Premier League;288;3;313;0;1.71;0.29
888;Davide Frattesi;ITA;MF;Sassuolo;Serie A;2321;21;1726;5;1.98;0.94
889;Fred;BRA;MF;Manchester Utd;Premier League;2919;7;763;2;2.47;0.59
890;Ryan Fredericks;ENG;DF;Bournemouth;Premier League;309;5;463;0;0;0
891;Iv�n Fresneda;ESP;DF;Valladolid;La Liga;1810;7;769;0;0.12;0
892;Remo Freuler;SUI;MF;Nott'ham Forest;Premier League;3018;16;1461;0;0.37;0.06
893;Michael Frey;SUI;FW;Schalke 04;Bundesliga;285;2;230;0;3.46;1.15
894;Marco Friedl;AUT;DF;Werder Bremen;Bundesliga;2418;18;1514;0;0.18;0.06
895;Marvin Friedrich;GER;DF;M'Gladbach;Bundesliga;2715;10;964;1;0.65;0.28
896;Jeremie Frimpong;NED;DFMF;Leverkusen;Bundesliga;2220;19;1614;5;1.23;0.56
897;Chris F�hrich;GER;FWMF;Stuttgart;Bundesliga;2519;13;1182;4;2.37;0.69
898;Angelo Fulgini;FRA;DF;Lens;Ligue 1;261;0;19;0;0;0
899;Angelo Fulgini;FRA;MF;Mainz 05;Bundesliga;2616;5;525;0;1.38;0.69
900;Niclas F�llkrug;GER;FW;Werder Bremen;Bundesliga;3019;19;1667;13;3.03;1.19
901;Matteo Gabbia;ITA;DF;Milan;Serie A;2311;6;603;0;0.15;0
902;Manolo Gabbiadini;ITA;FWMF;Sampdoria;Serie A;3119;11;1058;4;3.47;1.44
903;Gianluca Gaetano;ITA;MF;Napoli;Serie A;223;0;33;0;5;0
904;Roberto Gagliardini;ITA;MF;Inter;Serie A;2810;3;394;0;2.27;0.45
905;Adolfo Gaich;ARG;FW;Hellas Verona;Serie A;231;0;23;0;0;0
906;Cody Gakpo;NED;FW;Liverpool;Premier League;233;3;255;0;3.21;0.36
907;Javi Gal�n;ESP;DF;Celta Vigo;La Liga;2820;19;1720;0;0.37;0
908;I�igo Ruiz de Galarreta;ESP;MF;Mallorca;La Liga;2917;15;1303;0;0.48;0.14
909;Pablo Galdames Mill�n;CHI;DF;Cremonese;Serie A;261;0;32;0;0;0
910;Conor Gallagher;ENG;MFFW;Chelsea;Premier League;2320;10;841;1;1.4;0.54
911;Antonino Gallo;ITA;DF;Lecce;Serie A;2318;15;1332;0;0.2;0.07
912;Gauthier Gallon;FRA;GK;Troyes;Ligue 1;2915;15;1350;0;0;0
913;Cristian Gamboa;CRC;DF;Bochum;Bundesliga;3315;15;1272;0;0.5;0.07
914;K�vin Gameiro;FRA;FW;Strasbourg;Ligue 1;3520;16;1394;7;1.94;1.16
915;Idrissa Gana Gueye;SEN;MF;Everton;Premier League;3316;15;1221;0;0.07;0.07
916;Ignatius Ganago;CMR;FWMF;Nantes;Ligue 1;2316;8;831;3;1.74;0.65
917;Ignatius Ganago;CMR;FW;Lens;Ligue 1;234;0;59;0;1.43;0
918;Silv�re Ganvoula M'Boussy;CGO;FW;Bochum;Bundesliga;2612;0;208;0;3.91;1.3
919;Aleix Garc�a;ESP;MF;Girona;La Liga;2521;21;1831;0;1.23;0.54
920;�lvaro Garc�a;ESP;FWMF;Rayo Vallecano;La Liga;3018;17;1482;4;1.45;0.85
921;Borja Garc�a;ESP;FWMF;Girona;La Liga;323;2;138;1;2;2
922;Carlos Garc�a;ESP;DF;C�diz;La Liga;221;0;25;0;0;0
923;Dani Garc�a;ESP;MF;Athletic Club;La Liga;3213;7;595;0;0.3;0
924;David Garc�a;ESP;DF;Osasuna;La Liga;2818;18;1579;1;0.46;0.11
925;Eric Garc�a;ESP;DF;Barcelona;La Liga;2211;9;743;1;0.36;0.12
926;Francisco Garcia;ESP;DF;Rayo Vallecano;La Liga;2320;20;1787;0;0.9;0.3
927;Ra�l Garc�a;ESP;FWMF;Athletic Club;La Liga;3620;4;565;1;4.92;0.79
928;Rub�n Garc�a;ESP;MFFW;Osasuna;La Liga;2917;5;625;1;1.88;0.14
929;Unai Garc�a;ESP;DF;Osasuna;La Liga;3116;15;1271;0;0.28;0.07
930;Alejandro Garnacho;ESP;FW;Manchester Utd;Premier League;1811;3;328;1;3.33;1.39
931;James Garner;ENG;MF;Everton;Premier League;216;0;142;0;1.25;0.63
932;Felix Garreta;ESP;DF;Betis;La Liga;181;1;90;0;0;0
933;S�kou Gassama;SEN;FW;Valladolid;La Liga;271;0;36;0;5;0
934;Johan Gastien;FRA;MF;Clermont Foot;Ligue 1;3518;18;1564;2;0.69;0.34
935;Federico Gatti;ITA;DF;Juventus;Serie A;246;6;540;0;1;0.17
936;Gavi;ESP;MFFW;Barcelona;La Liga;1820;15;1268;1;0.92;0.21
937;Paulo Gazzaniga;ARG;GK;Girona;La Liga;3111;11;990;0;0;0
938;David de Gea;ESP;GK;Manchester Utd;Premier League;3222;22;1980;0;0;0
939;Dennis Geiger;GER;MF;Hoffenheim;Bundesliga;2417;17;1181;1;0.31;0.15
940;Joe Gelhardt;ENG;FW;Leeds United;Premier League;2015;1;212;0;4.17;0.83
941;Valentin Gendrey;FRA;DF;Lecce;Serie A;2222;20;1814;0;0.3;0
942;Denis Genreau;AUS;MFFW;Toulouse;Ligue 1;238;0;95;0;0;0
943;Yannick Gerhardt;GER;MF;Wolfsburg;Bundesliga;2815;12;973;4;1.57;0.74
944;Val�re Germain;FRA;FWMF;Montpellier;Ligue 1;3220;5;582;2;2.62;0.77
945;Gerson;BRA;MF;Marseille;Ligue 1;2510;6;417;2;1.96;1.3
946;Isma�l Gharbi;ESP;MFFW;Paris S-G;Ligue 1;183;0;47;0;2;0
947;Paolo Ghiglione;ITA;DF;Cremonese;Serie A;266;6;467;0;0.58;0
948;Saman Ghoddos;IRN;MFFW;Brentford;Premier League;299;0;90;0;1;1
949;Faouzi Ghoulam;ALG;DF;Angers;Ligue 1;321;0;25;0;0;0
950;Morgan Gibbs-White;ENG;FWMF;Wolves;Premier League;232;2;180;0;1.5;0.5
951;Morgan Gibbs-White;ENG;MFFW;Nott'ham Forest;Premier League;2319;18;1556;2;2.14;0.58
952;Niko Gie�elmann;GER;DF;Union Berlin;Bundesliga;3116;10;945;0;1.62;0.29
953;Samuel Gigot;FRA;DF;Marseille;Ligue 1;2917;16;1271;2;0.57;0.21
954;Rafa? Gikiewicz;POL;GK;Augsburg;Bundesliga;3516;16;1440;0;0;0
955;�scar Gil;ESP;DF;Espanyol;La Liga;2516;15;1265;0;0.43;0.14
956;Mario Gila;ESP;DF;Lazio;Serie A;224;0;90;0;0;0
957;Billy Gilmour;SCO;MF;Brighton;Premier League;217;2;163;0;1.11;0
958;�lvaro Gim�nez;ESP;FW;C�diz;La Liga;311;0;17;0;0;0
959;Gvidas Gineitis;LTU;MF;Torino;Serie A;181;1;45;0;0;0
960;Matthias Ginter;GER;DF;Freiburg;Bundesliga;2920;20;1800;3;0.5;0.3
961;Andrei Girotto;BRA;DFMF;Nantes;Ligue 1;3021;21;1872;1;0.77;0.1
962;Olivier Giroud;FRA;FW;Milan;Serie A;3620;16;1352;7;3.6;1.2
963;Serge Gnabry;GER;FWMF;Bayern Munich;Bundesliga;2720;13;1106;9;3.98;1.87
964;Degnand Gnonto;ITA;FWMF;Leeds United;Premier League;1910;8;716;2;1.63;0.75
965;Ben Godfrey;ENG;DF;Everton;Premier League;254;3;211;0;1.3;0
966;Pierluigi Gollini;ITA;GK;Fiorentina;Serie A;273;3;270;0;0;0
967;Aleksandr Golovin;RUS;MFFW;Monaco;Ligue 1;2622;18;1576;5;2.06;0.97
968;Andr� Gomes;POR;MF;Lille;Ligue 1;2914;8;765;1;1.18;0.35
969;Angel Gomes;ENG;MF;Lille;Ligue 1;2221;21;1675;2;1.51;0.43
970;Jo�o Gomes;BRA;MF;Wolves;Premier League;221;0;21;1;10;5
971;Toti Gomes;POR;DF;Wolves;Premier League;247;3;310;0;0;0
972;Dani G�mez;ESP;MFFW;Espanyol;La Liga;247;0;76;0;0;0
973;Joe Gomez;ENG;DF;Liverpool;Premier League;2517;11;1106;0;0.24;0
974;Maxi G�mez;URU;FW;Valencia;La Liga;263;0;108;0;2.5;0
975;Moi G�mez;ESP;MFFW;Osasuna;La Liga;2820;20;1641;1;0.6;0.22
976;Papu G�mez;ARG;MFFW;Sevilla;La Liga;3413;6;670;0;2.16;0.81
977;Sergi G�mez;ESP;DF;Espanyol;La Liga;3014;12;1127;0;0.16;0
