2295:1410,62
2296:1384,77
2297:1321,79
2298:1411,21
2299:1412,82
2306:1407,14
2307:1406,48
2308:1407,85
2309:1414,90
2310:1415,67
2311:1392,3
2312:1385,17
2313:1392,21
2314:1391,52
2315:1391,54
2316:1392,69
2317:1011,75
2318:1392,78
2319:1416,25
2320:1320,77
2321:1417,84
2328:1420,10
2329:1412,18
2330:1420,30
2331:1421,37
2332:1421,64
2333:1421,70
2334:1422,76
2341:1424,48
2342:1425,58
2343:1426,78
2344:1427,81
2345:1477,41
2346:1428,43
2347:1429,69
2348:1399,17
2349:1431,30
2350:1399,47
2351:1432,54
2352:1399,57
2353:1431,83
2354:1432,85
2361:1326,69
2362:1433,48
2363:1434,3
2364:1394,4
2365:1394,21
2366:1394,24
2367:1434,65
2368:1379,19
2369:1436,54
2370:1437,85
2371:1360,88
2372:1406,18
2373:1407,78
2374:1439,44
2375:1385,12
2376:1441,18
2377:1392,24
2378:1392,36
2379:1392,50
2380:1386,59
2381:1442,75
2382:1442,83
2383:1385,89
2390:1321,14
2391:1443,52
2392:1393,60
2393:1384,84
2394:1420,2
2395:1444,26
2396:1403,36
2397:1444,63
2398:1403,91
2399:1427,5
2400:1445,67
2401:1427,71
2408:1431,71
2409:1401,84
2410:1447,23
2411:1326,30
2412:1448,34
2413:1448,43
2414:1397,69
2415:1452,15
2416:1453,33
2417:1454,80
2418:1455,82
2419:1401,66
2420:1457,79
2421:1458,47
2422:1460,21
2423:1461,31
2424:1461,55
2425:1462,57
2426:1463,67
2427:1464,71
2432:1457,39
2433:1431,77
2434:1431,85
2435:1454,5
2436:1452,40
2437:1462,17
2438:1462,36
2439:1461,39
2440:1462,52
2441:1462,58
2442:1465,85
2443:1461,88
2450:1457,29
2451:1400,73
2452:1466,37
2453:1466,39
2454:1469,16
2455:1470,32
2456:1471,54
2457:1470,60
2458:1472,82
2459:1473,47
2463:1476,12
2464:1477,63
2465:1431,14
2466:1479,18
2467:1401,23
2468:1431,40
2469:1431,51
2470:1401,54
2471:1480,83
2472:1457,87
2479:1482,10
2480:1483,44
2481:1484,89
2482:1462,4
2483:1463,69
2484:1466,17
2485:1455,30
2486:1452,17
2487:1454,26
2488:1487,35
2489:1488,74
2490:1490,3
2491:1447,32
2492:1414,17
2493:1414,88
2494:1492,20
2495:1493,23
2496:1493,51
2497:1494,81
2498:1495,25
2499:1496,34
2500:1495,69
2501:1476,7
2502:1497,78
2503:1498,39
2504:1499,51
2505:1464,81
2506:1466,83
2507:1455,89
2508:1502,17
2509:1503,59
2510:1494,70
2511:1504,84
2512:1462,30
2513:1460,65
2514:1447,71
2515:1462,79
2516:1508,44
2517:1506,63
2518:1506,74
2519:1509,80
2520:1510,28
2521:1511,38
2525:1514,6
2526:1515,16
2527:1514,35
2528:1515,82
2529:1516,8
2530:1517,70
2534:1516,37
2535:1519,39
2536:1517,65
2537:1519,85
2538:1511,1
2540:1514,51
2541:1508,87
2542:1506,57
2543:1522,63
2544:1523,25
2545:1525,9
2546:1526,22
2547:1526,37
2548:1526,44
2549:1527,80
2550:1525,81
2551:1511,84
2552:1525,89
2559:1506,30
2560:1561,65
2561:1517,40
2562:1519,89
2563:1514,9
2564:1515,51
2565:1515,72
2566:1531,10
2567:1534,42
2568:1535,64
2569:1536,75
2570:1536,78
2571:1537,8
2573:1539,51
2574:1540,57
2575:1541,35
2576:1543,2
2577:1515,94
2578:1544,83
2579:1539,44
2580:1546,69
2581:1539,103
2582:1547,35
2583:1548,88
2584:1541,105
2588:1550,13
2589:1551,15
2590:1517,28
2591:1519,35
2592:1519,76
2593:1517,89
2597:1553,1
2598:1554,16
2599:1554,69
2600:1555,38
2601:1506,18
2602:1508,25
2603:1509,44
2604:1509,71
2605:1506,93
2606:1506,104
2607:1557,53
2608:1557,59
2609:1557,89
2610:1557,118
2617:1559,93
2618:1560,111
2619:1561,118
2620:1536,43
2621:1563,29
2622:1565,81
2623:1566,95
2624:1567,71
2625:1569,1
2626:1570,27
2627:1569,42
2628:1571,28
2629:1572,54
2630:1561,21
2631:1561,69
2632:1561,80
2633:1573,62
2634:1571,8
2635:1577,51
2636:1517,60
2637:1578,24
2638:1579,49
2639:1561,82
2640:1580,18
2641:1581,78
2642:1583,44
2643:1584,30
2644:1586,60
2645:1586,63
2646:1587,82
2647:1567,50
2648:1561,67
2649:1541,11
2650:1590,11
2651:1551,31
2652:1591,53
2653:1551,61
2654:1592,35
2655:1592,39
2659:1594,44
2660:1595,93
2661:1596,109
2662:1554,18
2663:1580,7
2664:1580,43
2665:1536,66
2666:1597,29
2667:1598,69
2668:1510,9
2669:1510,67
2670:1600,79
2671:1601,4
2672:1602,48
2673:1603,25
2674:1604,29
2675:1506,55
2676:1603,18
2677:1606,25
2678:1607,49
2679:1570,66
2680:1570,70
2681:1570,87
2682:1608,29
2683:1608,43
2690:1566,18
2691:1565,20
2692:1566,29
2693:1583,63
2694:1566,64
2695:1565,69
2696:1611,90
2697:1612,57
2704:1615,12
2705:1616,57
2706:1617,68
2707:1618,89
2708:1619,20
2709:1620,37
2713:1616,18
2714:1622,20
2715:1622,31
2716:1617,61
2717:1616,67
2718:1616,72
2719:1623,4
2726:1625,20
2727:1626,56
2728:1620,69
2729:1619,80
2730:1619,85
2731:1620,87
2732:1627,89
2739:1620,12
2740:1620,13
2741:1629,51
2742:1630,15
2743:1615,7
2744:1631,24
2745:1622,30
2746:1616,35
2747:1634,37
2748:1632,67
2749:1634,73
2750:1632,83
2751:1620,8
2752:1641,12
2753:1620,17
2754:1642,53
2755:1641,55
2756:1620,80
2757:1643,65
2758:1644,75
2765:1646,60
2766:1647,65
2767:1646,67
2768:1623,85
2769:1648,10
2770:1648,15
2771:1648,50
2772:1649,3
2773:1649,65
2774:1650,21
2775:1646,30
2776:1632,62
2777:1652,1
2778:1653,79
2779:1654,89
2780:1655,75
2781:1656,23
2782:1657,45
2783:1648,69
2784:1658,19
2785:1659,40
2786:1660,43
2787:1660,87
2788:1661,70
