Rk;Player;Nation;Pos;Squad;Comp;AgeMP;Starts;Min;Goals;Shots;SoT
2562;Calvin Stengs;NED;MF;Nice;Ligue 1;2324;11;1073;0.08;1.76;0.5
2563;Pascal Stenzel;GER;DF;Stuttgart;Bundesliga;2616;9;899;0;0.7;0.3
2564;Dale Stephens;ENG;MF;Burnley;Premier League;323;1;124;0;0.71;0
2565;Jack Stephens;ENG;DF;Southampton;Premier League;2811;9;811;0;0;0
2566;Raheem Sterling;ENG;FW;Manchester City;Premier League;2730;23;2128;0.55;2.29;1.06
2567;Finley Stevens;WAL;DF;Brentford;Premier League;191;0;15;0;0;0
2568;Angelo Stiller;GER;MF;Hoffenheim;Bundesliga;2126;18;1693;0.11;0.8;0.21
2569;Lars Stindl;GER;MFFW;M'Gladbach;Bundesliga;3326;20;1629;0.22;2.32;0.77
2570;Riccardo Stivanello;ITA;DF;Bologna;Serie A;181;0;45;0;0;0
2571;Kevin St�ger;AUT;MFFW;Mainz 05;Bundesliga;2823;1;419;0.21;3.4;1.28
2572;Petar Stojanovi?;SVN;DF;Empoli;Serie A;2633;32;2735;0.03;0.39;0.1
2573;John Stones;ENG;DF;Manchester City;Premier League;2814;12;1119;0.08;0.73;0.4
2574;Thomas Strakosha;ALB;GK;Lazio;Serie A;2723;23;2070;0;0;0
2575;Stefan Strandberg;NOR;DF;Salernitana;Serie A;3111;11;933;0;0.87;0.19
2576;D�vid Strelec;SVK;FWMF;Spezia;Serie A;2110;7;502;0.18;0.89;0.71
2577;Tobias Strobl;GER;MFDF;Augsburg;Bundesliga;325;4;323;0;0.56;0.28
2578;Kevin Strootman;NED;MF;Cagliari;Serie A;3210;7;640;0;0.14;0
2579;Pascal Struijk;NED;DF;Leeds United;Premier League;2229;22;2055;0.04;0.48;0.13
2580;Jens Stryger Larsen;DEN;DF;Udinese;Serie A;3111;8;684;0;1.18;0.53
2581;Leo �tulac;SVN;MF;Empoli;Serie A;2723;8;833;0.22;0.97;0.32
2582;Stefano Sturaro;ITA;MF;Genoa;Serie A;2925;24;1766;0;0.46;0
2583;Dami�n Su�rez;URU;DF;Getafe;La Liga;3435;31;2711;0;0.47;0.13
2584;Denis Su�rez;ESP;MF;Celta Vigo;La Liga;2838;33;2819;0.13;0.67;0.26
2585;Luis Su�rez;URU;FW;Atl�tico Madrid;La Liga;3535;20;1835;0.54;2.5;1.13
2586;Mario Su�rez;ESP;DF;Rayo Vallecano;La Liga;3514;8;712;0;1.14;0.38
2587;Isaac Success;NGA;FW;Udinese;Serie A;2622;11;911;0.2;2.48;1.29
2588;Niklas S�le;GER;DF;Bayern Munich;Bundesliga;2628;19;1837;0.05;0.78;0.29
2589;Kamaldeen Sulemana;GHA;MFFW;Rennes;Ligue 1;2020;11;1015;0.35;2.3;0.71
2590;Crysencio Summerville;NED;MFFW;Leeds United;Premier League;206;0;130;0;1.43;0
2591;Vladyslav Supriaha;UKR;FW;Sampdoria;Serie A;221;0;22;0;0;0
2592;Suso;ESP;FW;Sevilla;La Liga;288;6;384;0;1.4;0.47
2593;Bosko Sutalo;CRO;DF;Hellas Verona;Serie A;2224;6;920;0;0.49;0.1
2594;Mattias Svanberg;SWE;MF;Bologna;Serie A;2336;31;2564;0.11;1.37;0.46
2595;Michael Svoboda;AUT;DF;Venezia;Serie A;2318;13;1236;0;0.58;0
2596;Abdoulaye Sylla;GUI;DF;Nantes;Ligue 1;222;2;157;0;0;0
2597;Mamadou Sylla;SEN;FW;Alav�s;La Liga;2813;4;394;0;0.45;0
2598;Mamadou Sylla;SEN;FWMF;Rayo Vallecano;La Liga;2812;1;253;0;3.93;0.36
2599;�d�m Szalai;HUN;FW;Mainz 05;Bundesliga;3412;2;260;0.34;3.1;1.03
2600;Wojciech Szcz?sny;POL;GK;Juventus;Serie A;3233;33;2970;0;0;0
2601;Dominik Szoboszlai;HUN;MFFW;RB Leipzig;Bundesliga;2131;15;1543;0.35;2.34;0.82
2602;Jakob S�rensen;DEN;MFDF;Norwich City;Premier League;2410;6;604;0;0.75;0.15
2603;Alexander S�rloth;NOR;FW;Real Sociedad;La Liga;2633;20;1763;0.2;1.89;0.61
2604;Tachi;ESP;DF;Alav�s;La Liga;245;2;239;0;0;0
2605;Jonathan Tah;GER;DF;Leverkusen;Bundesliga;2633;33;2878;0.06;0.47;0.09
2606;Waniss Taibi;FRA;MFDF;Angers;Ligue 1;207;1;132;0;0.67;0
2607;Flavien Tait;FRA;MF;Rennes;Ligue 1;2928;24;2125;0.21;1.82;0.51
2608;Adrien Tameze;CMR;MFDF;Hellas Verona;Serie A;2838;26;2574;0.14;0.8;0.24
2609;Japhet Tanganga;ENG;DF;Tottenham;Premier League;2311;10;735;0;0.85;0.24
2610;Renato Tapia;PER;MF;Celta Vigo;La Liga;2629;13;1412;0;0.76;0.19
2611;Edmond Tapsoba;BFA;DF;Leverkusen;Bundesliga;2322;19;1814;0.05;0.35;0.05
2612;Florian Tardieu;FRA;MF;Troyes;Ligue 1;3030;29;2632;0.14;0.68;0.17
2613;Matt Targett;ENG;DF;Aston Villa;Premier League;2617;17;1431;0.06;0.44;0.13
2614;Matt Targett;ENG;DF;Newcastle Utd;Premier League;2616;16;1440;0;0.38;0.19
2615;Oussama Targhalline;MAR;FW;Marseille;Ligue 1;202;0;5;0;0;0
2616;James Tarkowski;ENG;DF;Burnley;Premier League;2935;35;3106;0.03;0.67;0.17
2617;Ciprian T?t?ru?anu;ROU;GK;Milan;Serie A;366;6;540;0;0;0
2618;Niklas Tauer;GER;DFMF;Mainz 05;Bundesliga;2111;6;487;0;0.37;0.37
2619;Nuno Tavares;POR;DF;Arsenal;Premier League;2222;13;1176;0.08;1.76;0.15
2620;Charlie Taylor;ENG;DF;Burnley;Premier League;2831;30;2731;0;0.23;0
2621;Loum Tchaouna;FRA;FWMF;Rennes;Ligue 1;1810;0;87;0;2;1
2622;Warren Tchimbemb�;CGO;MF;Metz;Ligue 1;249;1;205;0;0;0
2623;Aur�lien Tchouam�ni;FRA;MF;Monaco;Ligue 1;2235;33;2929;0.09;1.72;0.31
2624;Mathys Tel;FRA;FWMF;Rennes;Ligue 1;177;0;56;0;5;1.67
2625;Jordan Tell;FRA;FW;Clermont Foot;Ligue 1;2415;1;290;0.31;2.19;0.94
2626;Nathan Tella;ENG;MFFW;Southampton;Premier League;2214;10;804;0;1.35;0.56
2627;Alex Telles;BRA;DF;Manchester Utd;Premier League;2921;18;1660;0;0.54;0.16
2628;Cristian Tello;ESP;FWMF;Betis;La Liga;3023;5;819;0.22;3.19;0.99
2629;Nahuel Tenaglia;ARG;DF;Alav�s;La Liga;2614;12;1073;0;0.5;0.08
2630;Marc Tenas;ESP;FWMF;Alav�s;La Liga;203;0;54;0;0;0
2631;Marc-Andr� ter Stegen;GER;GK;Barcelona;La Liga;3035;35;3150;0;0;0
2632;Filippo Terracciano;ITA;DF;Hellas Verona;Serie A;191;0;7;0;0;0
2633;Pietro Terracciano;ITA;GK;Fiorentina;Serie A;3232;31;2862;0;0;0
2634;Martin Terrier;FRA;FWMF;Rennes;Ligue 1;2537;37;2779;0.68;2.75;1.39
2635;Aleksa Terzi?;SRB;DF;Fiorentina;Serie A;2214;1;274;0;0;0
2636;Robert Tesche;GER;MF;Bochum;Bundesliga;3511;5;349;0;0.51;0
2637;Tanner Tessmann;USA;MF;Venezia;Serie A;2020;6;680;0;1.05;0.39
2638;Tet�;BRA;FWMF;Lyon;Ligue 1;229;7;583;0.31;2.62;1.08
2639;Cedric Teuchert;GER;MFFW;Union Berlin;Bundesliga;256;0;105;0;2.5;0.83
2640;Arthur Theate;BEL;DF;Bologna;Serie A;2231;28;2424;0.07;0.78;0.22
2641;Jan Thielmann;GER;MFFW;K�ln;Bundesliga;2029;10;1192;0.23;1.14;0.45
2642;Sada Thioub;SEN;DF;Saint-�tienne;Ligue 1;2617;11;950;0;0.47;0
2643;Sada Thioub;SEN;MF;Angers;Ligue 1;261;0;3;0;0;0
2644;Luke Thomas;ENG;DF;Leicester City;Premier League;2022;21;1912;0;0.19;0
2645;Romain Thomas;FRA;DF;Angers;Ligue 1;3330;29;2563;0.07;0.46;0.14
2646;Adrien Thomasson;FRA;MF;Strasbourg;Ligue 1;2831;27;2389;0.3;1.81;0.72
2647;Erik Thommy;GER;DFFW;Stuttgart;Bundesliga;2711;1;274;0;3.33;1.33
2648;Dominic Thompson;ENG;DF;Brentford;Premier League;212;2;146;0;0.63;0
2649;Morten Thorsby;NOR;MF;Sampdoria;Serie A;2635;35;2943;0.09;0.8;0.21
2650;Thuler;BRA;DF;Montpellier;Ligue 1;2316;10;855;0;0.11;0
2651;Marcus Thuram;FRA;FWMF;M'Gladbach;Bundesliga;2421;9;979;0.28;3.03;0.92
2652;Kh�phren Thuram-Ulie;FRA;MF;Nice;Ligue 1;2136;20;1901;0.19;1.09;0.28
2653;Alexis Tibidi;FRA;FWMF;Stuttgart;Bundesliga;1813;2;385;0;0.93;0.23
2654;Cheikh Tidiane Sabaly;SEN;FWMF;Metz;Ligue 1;236;2;150;0;1.18;0.59
2655;Youri Tielemans;BEL;MF;Leicester City;Premier League;2532;29;2631;0.21;1.95;0.51
2656;Kieran Tierney;SCO;DF;Arsenal;Premier League;2422;22;1915;0.05;0.7;0.23
2657;Steffen Tigges;GER;FWMF;Dortmund;Bundesliga;239;0;112;2.5;3.33;2.5
2658;Malik Tillman;GER;FWMF;Bayern Munich;Bundesliga;204;1;104;0;0.83;0.83
2659;Timothy Tillman;GER;MF;Greuther F�rth;Bundesliga;2329;23;2004;0.04;1.03;0.36
2660;David Timor;ESP;MF;Getafe;La Liga;327;3;341;0;2.11;0
2661;Jean-Clair Todibo;FRA;DF;Nice;Ligue 1;2236;35;3115;0.03;0.58;0.17
2662;Umut Tohumcu;GER;MF;Hoffenheim;Bundesliga;171;0;5;0;0;0
2663;Karl Toko Ekambi;CMR;FW;Lyon;Ligue 1;2930;26;2296;0.47;2.9;1.41
2664;Corentin Tolisso;FRA;MF;Bayern Munich;Bundesliga;2715;8;703;0.26;2.31;0.38
2665;Jeremy Toljan;GER;DF;Sassuolo;Serie A;2720;15;1399;0;0.19;0.06
2666;Rafael Tol�i;ITA;DF;Atalanta;Serie A;3120;16;1438;0.06;0.69;0.13
2667;Ra�l de Tom�s;ESP;FW;Espanyol;La Liga;2734;33;2914;0.52;3.12;1.23
2668;Tiago Tom�s;POR;FW;Stuttgart;Bundesliga;1914;13;1075;0.34;2.35;1.26
2669;Takehiro Tomiyasu;JPN;DF;Bologna;Serie A;231;0;10;0;0;0
2670;Takehiro Tomiyasu;JPN;DF;Arsenal;Premier League;2321;20;1679;0;0.59;0.11
2671;James Tomkins;ENG;DF;Crystal Palace;Premier League;338;6;547;0.16;0.66;0.33
2672;Fikayo Tomori;ENG;DF;Milan;Serie A;2431;30;2718;0;0.36;0.07
2673;Sandro Tonali;ITA;MF;Milan;Serie A;2236;31;2600;0.17;1.31;0.38
2674;Lorenzo Tonelli;ITA;DF;Empoli;Serie A;3214;8;870;0;0.72;0.31
2675;Ivan Toney;ENG;FW;Brentford;Premier League;2633;32;2909;0.37;2.57;0.74
2676;Ernesto Torregrossa;ITA;FW;Sampdoria;Serie A;2910;0;116;0;0;0
2677;Lucas Torreira;URU;MF;Fiorentina;Serie A;2631;26;2195;0.2;1.19;0.53
2678;Ra�l Torrente;ESP;DF;Granada;La Liga;2118;15;1282;0;0.28;0
2679;Ferr�n Torres;ESP;FW;Manchester City;Premier League;224;4;303;0.59;3.82;1.18
2680;Ferr�n Torres;ESP;FW;Barcelona;La Liga;2218;17;1412;0.25;3.31;1.15
2681;�liver Torres;ESP;MFFW;Sevilla;La Liga;2726;11;1008;0.18;1.25;0.45
2682;Pau Torres;ESP;DF;Villarreal;La Liga;2533;33;2855;0.16;0.79;0.28
2683;Roberto Torres;ESP;MFFW;Osasuna;La Liga;3328;6;809;0.22;1.44;0.33
2684;Lucas Torr�;ESP;MF;Osasuna;La Liga;2733;32;2725;0.03;1.16;0.3
2685;Jordan Torunarigha;GER;DF;Hertha BSC;Bundesliga;247;6;483;0;0.37;0
2686;Cenk Tosun;TUR;FW;Everton;Premier League;301;0;7;0;0;0
2687;Abdoulaye Tour�;FRA;MF;Genoa;Serie A;288;6;430;0;0.83;0
2688;Almamy Tour�;MLI;DF;Eint Frankfurt;Bundesliga;2610;5;506;0;1.07;0.36
2689;Lucas Tousart;FRA;MF;Hertha BSC;Bundesliga;2530;22;1962;0.09;1.1;0.32
2690;Yoann Touzghar;TUN;FW;Troyes;Ligue 1;3528;16;1457;0.25;1.67;0.74
2691;Andros Townsend;ENG;MF;Everton;Premier League;3021;17;1455;0.19;1.23;0.56
2692;Adama Traor�;ESP;FWDF;Barcelona;La Liga;2611;4;382;0;2.14;0.71
2693;Adama Traor�;ESP;FW;Wolves;Premier League;2620;10;1067;0.08;1.93;0.5
2694;Amadou Traore;FRA;FW;Bordeaux;Ligue 1;201;0;19;0;0;0
2695;Bertrand Traor�;BFA;MFFW;Aston Villa;Premier League;269;1;220;0;3.33;0.42
2696;Boubacar Traor�;MLI;MF;Metz;Ligue 1;2027;17;1726;0.05;1.15;0.26
2697;Charles Traore;MLI;DF;Nantes;Ligue 1;3016;7;718;0;0.13;0.13
2698;Hamari Traor�;MLI;DF;Rennes;Ligue 1;3033;33;2890;0.09;0.97;0.28
2699;Isma�l Traor�;CIV;DF;Angers;Ligue 1;3537;36;3215;0.11;0.73;0.25
2700;Kevin Trapp;GER;GK;Eint Frankfurt;Bundesliga;3132;32;2880;0;0;0
2701;Miguel Trauco;PER;DF;Saint-�tienne;Ligue 1;2917;12;1112;0.08;0.81;0.24
2702;�scar Trejo;ARG;MF;Rayo Vallecano;La Liga;3432;24;2007;0.13;0.9;0.31
2703;Tr�z�guet;EGY;FW;Aston Villa;Premier League;271;0;11;0;10;0
2704;Manu Trigueros;ESP;MFFW;Villarreal;La Liga;3035;27;2178;0.25;1.65;0.66
2705;Simone Trimboli;ITA;MF;Sampdoria;Serie A;205;0;65;0;0;0
2706;Christopher Trimmel;AUT;DF;Union Berlin;Bundesliga;3525;23;1990;0.09;0.9;0.23
2707;Francisco Trinc�o;POR;FWMF;Wolves;Premier League;2228;16;1336;0.14;2.09;0.88
2708;Kieran Trippier;ENG;DF;Newcastle Utd;Premier League;316;5;429;0.42;0.42;0.42
2709;Kieran Trippier;ENG;DF;Atl�tico Madrid;La Liga;3115;12;976;0;0.19;0
2710;William Troost-Ekong;NGA;DF;Watford;Premier League;2817;15;1390;0;0.13;0
2711;Leandro Trossard;BEL;FWMF;Brighton;Premier League;2734;32;2805;0.26;2.31;0.83
2712;Adrien Truffert;FRA;DF;Rennes;Ligue 1;2030;18;1639;0.16;1.1;0.27
2713;Philipp Tschauner;GER;GK;RB Leipzig;Bundesliga;361;0;3;0;0;0
2714;Kostas Tsimikas;GRE;DF;Liverpool;Premier League;2613;9;877;0;0.82;0.21
2715;Axel Tuanzebe;ENG;DF;Aston Villa;Premier League;249;6;508;0;0.36;0.18
2716;Axel Tuanzebe;ENG;DF;Napoli;Serie A;241;0;11;0;0;0
2717;Ozan Tufan;TUR;MF;Watford;Premier League;277;4;334;0;0.81;0
2718;Be�at Turrientes;ESP;MF;Real Sociedad;La Liga;208;1;207;0;3.04;0.87
2719;Tuta;BRA;DF;Eint Frankfurt;Bundesliga;2226;26;2183;0.16;0.62;0.25
2720;Christos Tzolis;GRE;FWMF;Norwich City;Premier League;2014;3;336;0;1.62;0.54
2721;Iyenoma Udogie;ITA;DF;Udinese;Serie A;1935;29;2477;0.18;1.02;0.47
2722;Matthieu Udol;FRA;DF;Metz;Ligue 1;2612;11;1007;0.09;0.45;0.18
2723;Ike Ugbo;CAN;FW;Troyes;Ligue 1;2314;11;814;0.56;1.67;0.67
2724;Chimuanya Ugochukwu;FRA;MF;Rennes;Ligue 1;1818;3;405;0.22;0.89;0.22
2725;Hwang Ui-jo;KOR;FW;Bordeaux;Ligue 1;2932;29;2508;0.39;1.97;0.79
2726;Anthony Ujah;NGA;FWMF;Union Berlin;Bundesliga;313;0;35;0;7.5;2.5
2727;Maximilian Ullmann;AUT;DF;Venezia;Serie A;255;2;246;0;0;0
2728;Sven Ulreich;GER;GK;Bayern Munich;Bundesliga;336;6;540;0;0;0
2729;Samuel Umtiti;FRA;DF;Barcelona;La Liga;281;1;90;0;0;0
2730;Enes �nal;TUR;FW;Getafe;La Liga;2537;33;2798;0.51;2.64;0.77
2731;Cengiz �nder;TUR;FWMF;Marseille;Ligue 1;2432;25;2200;0.41;2.38;0.82
2732;Dayot Upamecano;FRA;DF;Bayern Munich;Bundesliga;2328;25;2211;0.04;0.41;0.04
2733;Benjamin Uphoff;GER;GK;Freiburg;Bundesliga;282;2;180;0;0;0
2734;Kacper Urbanski;POL;MF;Bologna;Serie A;171;0;45;0;0;0
2735;Jere Uronen;FIN;DF;Brest;Ligue 1;2715;10;878;0;0.41;0.1
2736;Mark Uth;GER;MFFW;K�ln;Bundesliga;3030;24;2025;0.22;3.07;0.84
2737;Myrto Uzuni;ALB;MFFW;Granada;La Liga;2615;9;856;0.11;1.16;0.21
2738;Antonio Vacca;ITA;MF;Venezia;Serie A;3221;15;1064;0;0.08;0
2739;�lvaro Vadillo;ESP;MFDF;Espanyol;La Liga;273;0;7;0;0;0
2740;�scar Valent�n;ESP;MF;Rayo Vallecano;La Liga;2735;29;2569;0;0.39;0.04
2741;Germ�n Valera;ESP;FWMF;Real Sociedad;La Liga;203;0;51;0;1.67;0
2742;Yan Valery;FRA;DF;Southampton;Premier League;235;3;370;0;0.49;0
2743;Martin Valjent;SVK;DF;Mallorca;La Liga;2636;36;3181;0;0.28;0.03
2744;Jes�s Vallejo;ESP;DF;Real Madrid;La Liga;255;4;341;0;0;0
2745;Manu Vallejo;ESP;MFFW;Alav�s;La Liga;2511;2;370;0.24;0.73;0.49
2746;Manu Vallejo;ESP;FWMF;Valencia;La Liga;259;0;98;0;2.73;0.91
2747;Federico Valverde;URU;MF;Real Madrid;La Liga;2331;19;1833;0;1.76;0.44
2748;Vanderson;BRA;FWMF;Monaco;Ligue 1;2017;12;1120;0.16;1.13;0.48
2749;Zinho Vanheusden;BEL;DF;Genoa;Serie A;2214;11;989;0;0.55;0.18
2750;Jonathan Varane;FRA;MF;Lens;Ligue 1;201;0;1;0;0;0
2751;Rapha�l Varane;FRA;DF;Manchester Utd;Premier League;2922;20;1831;0.05;0.44;0.05
2752;Jamie Vardy;ENG;FW;Leicester City;Premier League;3525;20;1806;0.75;2.64;1.24
2753;Ruben Vargas;SUI;MFFW;Augsburg;Bundesliga;2329;26;1984;0.05;1.77;0.27
2754;Sebastian Vasiliadis;GRE;MF;Arminia;Bundesliga;2419;16;1193;0;0.9;0.15
2755;Johan V�squez;MEX;DF;Genoa;Serie A;2328;27;2279;0.04;0.55;0.12
2756;Denis Vavro;SVK;DF;Lazio;Serie A;261;0;8;0;0;0
2757;Jos� Luis Garc�a Vay�;ESP;MF;Levante;La Liga;2329;23;2012;0;0.63;0.09
2758;Jesus Vazquez;ESP;DF;Valencia;La Liga;1915;8;813;0;0.44;0.11
2759;Kevin V�zquez;ESP;DF;Celta Vigo;La Liga;2917;16;1334;0;0.2;0.07
2760;Lucas V�zquez;ESP;DF;Real Madrid;La Liga;3029;20;1833;0.15;0.88;0.25
2761;Mat�as Vecino;URU;MF;Inter;Serie A;3017;2;377;0.24;1.67;0.48
2762;Gabriel Veiga;ESP;MF;Celta Vigo;La Liga;207;0;108;0;1.67;0
2763;Miguel Veloso;POR;MF;Hellas Verona;Serie A;3622;17;1343;0;1.14;0.27
2764;Jo�l Veltman;NED;DF;Brighton;Premier League;3034;33;2874;0.03;0.38;0.06
2765;Mickey van de Ven;NED;DF;Wolfsburg;Bundesliga;215;2;189;0;0;0
2766;Unai Vencedor Paris;ESP;MF;Athletic Club;La Liga;2134;29;2383;0;0.75;0.04
2767;Lorenzo Venuti;ITA;DF;Fiorentina;Serie A;2723;20;1571;0;0.4;0.06
2768;Daniele Verde;ITA;FWMF;Spezia;Serie A;2533;21;1957;0.37;2.49;1.06
2769;Simone Verdi;ITA;FWMF;Salernitana;Serie A;2915;11;829;0.54;3.8;1.52
2770;Simone Verdi;ITA;FWMF;Torino;Serie A;293;0;46;2;4;2
2771;Gonzalo Verd�;ESP;DF;Elche;La Liga;3319;16;1397;0;0.19;0
2772;Jordan Veretout;FRA;MF;Roma;Serie A;2936;26;2319;0.16;1.05;0.31
2773;Edoardo Vergani;ITA;FWMF;Salernitana;Serie A;216;1;102;0;0;0
2774;Vincent Vermeij;NED;MF;Freiburg;Bundesliga;271;0;3;0;0;0
2775;Marco Verratti;ITA;MF;Paris S-G;Ligue 1;2924;23;1937;0.09;0.33;0.05
2776;Valerio Verre;ITA;MFFW;Empoli;Serie A;288;4;310;0;2.65;1.18
2777;Valerio Verre;ITA;MFFW;Sampdoria;Serie A;2811;6;420;0;2.34;0.21
2778;Freddie Veseli;ALB;DF;Salernitana;Serie A;299;8;596;0;0.15;0
2779;Mikel Vesga;ESP;MF;Athletic Club;La Liga;2932;17;1358;0.13;0.93;0.26
2780;Jannik Vestergaard;DEN;DF;Leicester City;Premier League;2910;6;567;0;0.16;0
2781;R�ben Vezo;POR;DF;Levante;La Liga;2832;27;2420;0;0.63;0.15
2782;Guglielmo Vicario;ITA;GK;Empoli;Serie A;2538;38;3420;0;0;0
2783;Aleix Vidal;ESP;DFMF;Espanyol;La Liga;3231;21;1901;0.09;0.28;0.14
2784;Arturo Vidal;CHI;MF;Inter;Serie A;3528;2;741;0.12;2.2;1.1
2785;Nacho Vidal;ESP;DF;Osasuna;La Liga;2735;33;2902;0;0.65;0.06
2786;Gabriel Vidovic;CRO;MF;Bayern Munich;Bundesliga;183;0;36;0;0;0
2787;Ronaldo Vieira;GNB;MF;Sampdoria;Serie A;2314;4;495;0;0.18;0
2788;Nick Viergever;NED;DF;Greuther F�rth;Bundesliga;3224;24;2133;0;0.08;0.04
2789;Luca Vignali;ITA;DF;Spezia;Serie A;262;1;85;0;0;0
2790;Emanuel Vignato;ITA;MFDF;Bologna;Serie A;2124;3;594;0;0.76;0.15
2791;D�dac Vil�;ESP;DFMF;Espanyol;La Liga;329;1;203;0;0;0
2792;Tonny Vilhena;NED;MFFW;Espanyol;La Liga;2717;13;928;0.1;1.46;0.29
2793;Daniel Villahermosa;ESP;MF;Espanyol;La Liga;211;0;23;0;0;0
2794;Asier Villalibre;ESP;FW;Athletic Club;La Liga;2419;3;548;0.33;3.11;0.98
2795;Gonzalo Villar;ESP;MF;Getafe;La Liga;2410;2;298;0;0.61;0.61
2796;Mat�as Vi�a;URU;DF;Roma;Serie A;2426;18;1565;0;0.69;0.17
2797;Nicolas Viola;ITA;MF;Bologna;Serie A;326;1;102;0;0.91;0
2798;Mattia Viti;ITA;DF;Empoli;Serie A;2020;16;1491;0;0.18;0
2799;Vitolo;ESP;MFFW;Getafe;La Liga;327;1;221;0;0.4;0
2800;Daniel Vivian;ESP;DF;Athletic Club;La Liga;2224;22;1986;0.09;0.77;0.36
2801;Du�an Vlahovi?;SRB;FW;Juventus;Serie A;2215;12;1076;0.58;3.75;1.67
2802;Du�an Vlahovi?;SRB;FW;Fiorentina;Serie A;2221;21;1857;0.83;3.35;1.31
2803;Nikola Vla�i?;CRO;FWMF;West Ham;Premier League;2419;6;560;0.16;1.13;0.48
2804;Andreas Voglsammer;GER;FWMF;Union Berlin;Bundesliga;3032;5;882;0.2;3.47;1.53
2805;Kevin Vogt;GER;DF;Hoffenheim;Bundesliga;3030;29;2569;0;0.11;0
2806;M�rgim Vojvoda;KVX;DF;Torino;Serie A;2729;22;1976;0;0.82;0.32
2807;Kevin Volland;GER;MFFW;Monaco;Ligue 1;2934;29;2436;0.33;1.85;0.85
2808;Cristian Volpato;AUS;MFFW;Roma;Serie A;183;0;38;2.5;2.5;2.5
2809;Aster Vranckx;BEL;MF;Wolfsburg;Bundesliga;1924;12;1141;0.16;1.97;0.63
2810;Stefan de Vrij;NED;DF;Inter;Serie A;3030;28;2410;0;0.71;0.11
2811;�ime Vrsaljko;CRO;DF;Atl�tico Madrid;La Liga;3021;10;914;0.1;0.39;0.1
2812;Nikola Vuk?evi?;MNE;MF;Levante;La Liga;306;0;118;0;0.77;0
2813;Mat?j Vydra;CZE;FW;Burnley;Premier League;3022;5;679;0.27;2.53;0.93
2814;Walace;BRA;MF;Udinese;Serie A;2736;33;2970;0.03;1.42;0.33
2815;Theo Walcott;ENG;MFFW;Southampton;Premier League;339;5;379;0;1.43;0
2816;Luca Waldschmidt;GER;MFFW;Wolfsburg;Bundesliga;2614;9;717;0.13;2.13;0.38
2817;Kyle Walker;ENG;DF;Manchester City;Premier League;3220;20;1755;0;0.41;0.1
2818;Kyle Walker-Peters;ENG;DF;Southampton;Premier League;2532;29;2633;0.03;0.92;0.24
2819;Sebastian Walukiewicz;POL;DF;Cagliari;Serie A;227;4;302;0;0.29;0
2820;Aaron Wan-Bissaka;ENG;DF;Manchester Utd;Premier League;2420;20;1793;0;0.25;0.05
2821;Paul Wanner;GER;FWMF;Bayern Munich;Bundesliga;164;0;39;0;0;0
2822;Danny Ward;WAL;GK;Leicester City;Premier League;281;1;90;0;0;0
2823;Joel Ward;ENG;DF;Crystal Palace;Premier League;3228;27;2487;0;0.36;0.04
2824;James Ward-Prowse;ENG;MF;Southampton;Premier League;2736;36;3215;0.28;1.43;0.56
2825;Magnus Warming;DEN;FWDF;Torino;Serie A;214;0;58;0;0;0
2826;Daniel Wass;DEN;DF;Atl�tico Madrid;La Liga;321;0;45;0;0;0
2827;Daniel Wass;DEN;MF;Valencia;La Liga;3219;19;1582;0.06;1.59;0.45
2828;Ollie Watkins;ENG;FW;Aston Villa;Premier League;2635;33;2952;0.34;2.35;0.95
2829;Timothy Weah;USA;MFFW;Lille;Ligue 1;2229;17;1616;0.17;1.83;0.44
2830;Adam Webster;ENG;DF;Brighton;Premier League;2722;16;1434;0.13;0.57;0.13
2831;Wout Weghorst;NED;FW;Burnley;Premier League;2920;17;1450;0.12;1.86;0.43
2832;Wout Weghorst;NED;FW;Wolfsburg;Bundesliga;2918;17;1553;0.35;2.2;1.1
2833;Noah Wei�haupt;GER;MFFW;Freiburg;Bundesliga;2010;0;97;0;0;0
2834;Danny Welbeck;ENG;FW;Brighton;Premier League;3125;15;1478;0.37;2.62;1.22
2835;Timo Werner;GER;FWMF;Chelsea;Premier League;2621;15;1283;0.28;3.15;1.12
2836;Ashley Westwood;ENG;MF;Burnley;Premier League;3227;26;2287;0;0.55;0.04
2837;Ben White;ENG;DF;Arsenal;Premier League;2432;32;2880;0;0.38;0.09
2838;Silvan Widmer;SUI;DF;Mainz 05;Bundesliga;2933;33;2920;0.12;0.71;0.25
2839;Georginio Wijnaldum;NED;MF;Paris S-G;Ligue 1;3131;18;1653;0.05;1.2;0.11
2840;Jetro Willems;NED;DF;Greuther F�rth;Bundesliga;2824;20;1598;0.06;0.67;0.17
2841;Brandon Williams;ENG;DF;Norwich City;Premier League;2126;23;2120;0;0.17;0.04
2842;I�aki Williams;ESP;FW;Athletic Club;La Liga;2738;32;2777;0.26;3.04;1.1
2843;Neco Williams;WAL;DF;Liverpool;Premier League;211;0;8;0;0;0
2844;Nico Williams;ESP;MF;Athletic Club;La Liga;1934;11;1337;0;2.21;0.67
2845;Joe Willock;ENG;MF;Newcastle Utd;Premier League;2229;24;2038;0.09;1.5;0.44
2846;Callum Wilson;ENG;FW;Newcastle Utd;Premier League;3018;16;1386;0.52;2.08;0.78
2847;Patrick Wimmer;AUT;FWMF;Arminia;Bundesliga;2031;27;2052;0.13;2.5;0.66
